"isbn","Price","shipping","Price + Shipping","Sold by","Shipped by","Position","Buybox","Date","Time"
"[1452180733","$0.00","$0.00","0.0","Amasinbooks","Amasinbooks","","No","2025_06_20","16_19_45"
"[1452180733","$0.00","$0.00","0.0","World Deals, USA","Amazon.com","","No","2025_06_20","16_19_45"
"[1452180733","$0.00","$0.00","0.0","SuperBookDeals---","SuperBookDeals---","","No","2025_06_20","16_19_45"
"[1452180733","$0.00","$0.00","0.0","Ambis Enterprises","Ambis Enterprises","","No","2025_06_20","16_19_45"
"[1786275716","$0.00","$0.00","0.0","Amazon.com","Amazon.com","","No","2025_06_20","16_19_47"
"[1786275716","$0.00","$0.00","0.0","Follow Books","Follow Books","","No","2025_06_20","16_19_47"
"[1786275716","$0.00","$0.00","0.0","Sprinkle Books","Sprinkle Books","","No","2025_06_20","16_19_47"
"[1786275716","$0.00","$0.00","0.0","Goodvibes Books","Goodvibes Books","","No","2025_06_20","16_19_47"
"[1786275716","$0.00","$0.00","0.0","Greenpine_Books","Greenpine_Books","","No","2025_06_20","16_19_47"
"[1786275716","$0.00","$0.00","0.0","ShopSpell US","ShopSpell US","","No","2025_06_20","16_19_47"
"[1786275716","$0.00","$0.00","0.0","World Deals, USA","World Deals, USA","","No","2025_06_20","16_19_47"
"[1786275716","$0.00","$0.00","0.0","booksXpress","booksXpress","","No","2025_06_20","16_19_47"
"[1786275716","$0.00","$0.00","0.0","Windy Books","Windy Books","","No","2025_06_20","16_19_47"
"[1786275716","$0.00","$0.00","0.0","Publisher Direct","Publisher Direct","","No","2025_06_20","16_19_47"
"[1786275716","$0.00","$0.00","0.0","betterdeals2019","betterdeals2019","","No","2025_06_20","16_19_47"
"[0316456128","$0.00","$0.00","0.0","Amazon.com","Amazon.com","","No","2025_06_20","16_19_56"
"[0316456128","$0.00","$0.00","0.0","ShopSpell US","ShopSpell US","","No","2025_06_20","16_19_56"
"[0316456128","$0.00","$0.00","0.0","CalMaz Books","CalMaz Books","","No","2025_06_20","16_19_56"
"[0316456128","$0.00","$0.00","0.0","SuperBookDeals---","SuperBookDeals---","","No","2025_06_20","16_19_56"
"[0316456128","$0.00","$0.00","0.0","MyPrepbooks","MyPrepbooks","","No","2025_06_20","16_19_56"
"[0316456128","$0.00","$0.00","0.0","Ambis Enterprises","Ambis Enterprises","","No","2025_06_20","16_19_56"
"[0316456128","$0.00","$0.00","0.0","Publisher Direct","Publisher Direct","","No","2025_06_20","16_19_56"
"[0316456128","$0.00","$0.00","0.0","betterdeals2019","betterdeals2019","","No","2025_06_20","16_19_56"
"[0316456128","$0.00","$0.00","0.0","California Books US","California Books US","","No","2025_06_20","16_19_56"
"[0316456128","$0.00","$0.00","0.0","Amasinbooks","Amasinbooks","","No","2025_06_20","16_19_56"
"[0316456128","$0.00","$0.00","0.0","Benfield Books","Benfield Books","","No","2025_06_20","16_19_56"
"[0762469331","$0.00","$0.00","0.0","BSRN store","Amazon.com","","No","2025_06_20","16_19_58"
"[0762469331","$0.00","$0.00","0.0","Caladan Knowledge","Amazon.com","","No","2025_06_20","16_19_58"
"[0762469331","$0.00","$0.00","0.0","olimpianbooks","olimpianbooks","","No","2025_06_20","16_19_58"
"[0762469331","$0.00","$0.00","0.0","WÖLF","WÖLF","","No","2025_06_20","16_19_58"
"[0762469331","$0.00","$0.00","0.0","Books Nooks and Crannies","Books Nooks and Crannies","","No","2025_06_20","16_19_58"
"[0762469331","$0.00","$0.00","0.0","Joseph Book Shop","Amazon.com","","No","2025_06_20","16_19_58"
"[0316496456","$0.00","$0.00","0.0","Amazon.com","Amazon.com","","No","2025_06_20","16_20_06"
"[0316496456","$0.00","$0.00","0.0","EXISTENCE","Amazon.com","","No","2025_06_20","16_20_06"
"[0316496456","$0.00","$0.00","0.0","Skyvintagerug","Amazon.com","","No","2025_06_20","16_20_06"
"[0316496456","$0.00","$0.00","0.0","Global--Store","Global--Store","","No","2025_06_20","16_20_06"
"[0316496456","$0.00","$0.00","0.0","Emin Bookstore","Emin Bookstore","","No","2025_06_20","16_20_06"
"[0316496456","$0.00","$0.00","0.0","indoobestsellers","indoobestsellers","","No","2025_06_20","16_20_06"
"[0316496456","$0.00","$0.00","0.0","World Deals, USA","World Deals, USA","","No","2025_06_20","16_20_06"
"[0316496456","$0.00","$0.00","0.0","MINA GOLDEN STORE","Amazon.com","","No","2025_06_20","16_20_06"
"[0316496456","$0.00","$0.00","0.0","BEYBAGI","Amazon.com","","No","2025_06_20","16_20_06"
"[0316496456","$0.00","$0.00","0.0","booksXpress","booksXpress","","No","2025_06_20","16_20_06"
"[0316496456","$0.00","$0.00","0.0","Windy Books","Windy Books","","No","2025_06_20","16_20_06"
"[1423654137","$0.00","$0.00","0.0","Amazon.com","Amazon.com","","No","2025_06_20","16_20_09"
"[1423654137","$0.00","$0.00","0.0","Aral Dealz","Amazon.com","","No","2025_06_20","16_20_09"
"[1423654137","$0.00","$0.00","0.0","Windflower Bookstore","Windflower Bookstore","","No","2025_06_20","16_20_09"
"[1423654137","$0.00","$0.00","0.0","ShopSpell US","ShopSpell US","","No","2025_06_20","16_20_09"
"[1423654137","$0.00","$0.00","0.0","Ambis Enterprises","Ambis Enterprises","","No","2025_06_20","16_20_09"
"[1423654137","$0.00","$0.00","0.0","Publisher Direct","Publisher Direct","","No","2025_06_20","16_20_09"
"[1423654137","$0.00","$0.00","0.0","bargainbookstores-","bargainbookstores-","","No","2025_06_20","16_20_09"
"[1423654137","$0.00","$0.00","0.0","betterdeals2019","betterdeals2019","","No","2025_06_20","16_20_09"
"[1423654137","$0.00","$0.00","0.0","California Books US","California Books US","","No","2025_06_20","16_20_09"
"[1423654137","$0.00","$0.00","0.0","Amasinbooks","Amasinbooks","","No","2025_06_20","16_20_09"
"[1423654137","$0.00","$0.00","0.0","booksXpress","booksXpress","","No","2025_06_20","16_20_09"
"[0310444039","$0.00","$0.00","0.0","Amazon.com","Amazon.com","","No","2025_06_20","16_20_12"
"[0310444039","$0.00","$0.00","0.0","Best-To-You","Best-To-You","","No","2025_06_20","16_20_12"
"[0310444039","$0.00","$0.00","0.0","indoobestsellers","indoobestsellers","","No","2025_06_20","16_20_12"
"[0310444039","$0.00","$0.00","0.0","Emfa Business","Amazon.com","","No","2025_06_20","16_20_12"
"[0310444039","$0.00","$0.00","0.0","Textbooks by John","Textbooks by John","","No","2025_06_20","16_20_12"
"[0310444039","$0.00","$0.00","0.0","Amasinbooks","Amasinbooks","","No","2025_06_20","16_20_12"
"[0310444039","$0.00","$0.00","0.0","ShopSpell US","ShopSpell US","","No","2025_06_20","16_20_12"
"[0310444039","$0.00","$0.00","0.0","Fifty Third Street Books","Fifty Third Street Books","","No","2025_06_20","16_20_12"
"[0310444039","$0.00","$0.00","0.0","booksXpress","booksXpress","","No","2025_06_20","16_20_12"
"[0310444039","$0.00","$0.00","0.0","Windy Books","Windy Books","","No","2025_06_20","16_20_12"
"[0310444039","$0.00","$0.00","0.0","MyPrepbooks","MyPrepbooks","","No","2025_06_20","16_20_12"
"[130292530X","$0.00","$0.00","0.0","Amazon.com","Amazon.com","","No","2025_06_20","16_20_14"
"[130292530X","$0.00","$0.00","0.0","ShopSpell US","ShopSpell US","","No","2025_06_20","16_20_14"
"[130292530X","$0.00","$0.00","0.0","booksXpress","booksXpress","","No","2025_06_20","16_20_14"
"[130292530X","$0.00","$0.00","0.0","Windy Books","Windy Books","","No","2025_06_20","16_20_14"
"[130292530X","$0.00","$0.00","0.0","World Deals, USA","World Deals, USA","","No","2025_06_20","16_20_14"
"[130292530X","$0.00","$0.00","0.0","allnewbooks","allnewbooks","","No","2025_06_20","16_20_14"
"[130292530X","$0.00","$0.00","0.0","bargainbookstores-","bargainbookstores-","","No","2025_06_20","16_20_14"
"[130292530X","$0.00","$0.00","0.0","tabletopart","tabletopart","","No","2025_06_20","16_20_14"
"[130292530X","$0.00","$0.00","0.0","GrandEagleRetail","GrandEagleRetail","","No","2025_06_20","16_20_14"
"[130292530X","$0.00","$0.00","0.0","Amasinbooks","Amasinbooks","","No","2025_06_20","16_20_14"
"[130292530X","$0.00","$0.00","0.0","RAREWAVES-USA","RAREWAVES-USA","","No","2025_06_20","16_20_14"
"[0316420352","$0.00","$0.00","0.0","Meme Gifts","Meme Gifts","","No","2025_06_20","16_20_16"
"[0316420352","$0.00","$0.00","0.0","La Classe USA","La Classe USA","","No","2025_06_20","16_20_16"
"[0316420352","$0.00","$0.00","0.0","bookends4956","bookends4956","","No","2025_06_20","16_20_16"
"[0316420352","$0.00","$0.00","0.0","ChampReaders","Amazon.com","","No","2025_06_20","16_20_16"
"[0316420352","$0.00","$0.00","0.0","BAFA LLC","Amazon.com","","No","2025_06_20","16_20_16"
"[0316420352","$0.00","$0.00","0.0","ALLTHINGSDEPOT","Amazon.com","","No","2025_06_20","16_20_16"
"[0316420352","$0.00","$0.00","0.0","FindAnyBook","Amazon.com","","No","2025_06_20","16_20_16"
"[0316420352","$0.00","$0.00","0.0","Pen Book","Amazon.com","","No","2025_06_20","16_20_16"
"[0316420352","$0.00","$0.00","0.0","The Hope Exchange","Amazon.com","","No","2025_06_20","16_20_16"
"[0316420352","$0.00","$0.00","0.0","BOBBYE'S BOOKS","BOBBYE'S BOOKS","","No","2025_06_20","16_20_16"
"[0316420352","$0.00","$0.00","0.0","Amazon.com","Amazon.com","","No","2025_06_20","16_20_16"
"[1540002349","$0.00","$0.00","0.0","Amazon.com","Amazon.com","","No","2025_06_20","16_20_19"
"[1540002349","$0.00","$0.00","0.0","Imagine -This- Music","Imagine -This- Music","","No","2025_06_20","16_20_19"
"[1540002349","$0.00","$0.00","0.0","ShopSpell US","ShopSpell US","","No","2025_06_20","16_20_19"
"[1540002349","$0.00","$0.00","0.0","indoobestsellers","indoobestsellers","","No","2025_06_20","16_20_19"
"[1540002349","$0.00","$0.00","0.0","Ambis Enterprises","Ambis Enterprises","","No","2025_06_20","16_20_19"
"[1540002349","$0.00","$0.00","0.0","bargainbookstores-","bargainbookstores-","","No","2025_06_20","16_20_19"
"[1540002349","$0.00","$0.00","0.0","booksXpress","booksXpress","","No","2025_06_20","16_20_19"
"[1540002349","$0.00","$0.00","0.0","Windy Books","Windy Books","","No","2025_06_20","16_20_19"
"[1540002349","$0.00","$0.00","0.0","betterdeals2019","betterdeals2019","","No","2025_06_20","16_20_19"
"[1540002349","$0.00","$0.00","0.0","GrandEagleRetail","GrandEagleRetail","","No","2025_06_20","16_20_19"
"[1540002349","$0.00","$0.00","0.0","World Deals, USA","World Deals, USA","","No","2025_06_20","16_20_19"
"[130292818X","$0.00","$0.00","0.0","","","","No","2025_06_20","16_20_21"
"[1452179816","$0.00","$0.00","0.0","CE_BOOKHOUSE","Amazon.com","","No","2025_06_20","16_20_24"
"[1452179816","$0.00","$0.00","0.0","booksXpress","booksXpress","","No","2025_06_20","16_20_24"
"[1452179816","$0.00","$0.00","0.0","Windy Books","Windy Books","","No","2025_06_20","16_20_24"
"[1452179816","$0.00","$0.00","0.0","Sunrise Finds","Amazon.com","","No","2025_06_20","16_20_24"
"[1452179816","$0.00","$0.00","0.0","World Deals, USA","World Deals, USA","","No","2025_06_20","16_20_24"
"[1452179816","$0.00","$0.00","0.0","CE_BOOKHOUSE","Amazon.com","","No","2025_06_20","16_20_24"
"[1452179816","$0.00","$0.00","0.0","awesomebooksusa","awesomebooksusa","","No","2025_06_20","16_20_24"
"[1452179816","$0.00","$0.00","0.0","Amazon.com","Amazon.com","","No","2025_06_20","16_20_24"
"[1452179816","$0.00","$0.00","0.0","GrandEagleRetail","GrandEagleRetail","","No","2025_06_20","16_20_24"
"[1452179816","$0.00","$0.00","0.0","InfiniteBooks_USA","InfiniteBooks_USA","","No","2025_06_20","16_20_24"
"[1452179816","$0.00","$0.00","0.0","Bahamut Media","Bahamut Media","","No","2025_06_20","16_20_24"
"[0316440353","$0.00","$0.00","0.0","Amazon.com","Amazon.com","","No","2025_06_20","16_20_27"
"[0316440353","$0.00","$0.00","0.0","SummitPark Prints","Amazon.com","","No","2025_06_20","16_20_27"
"[0316440353","$0.00","$0.00","0.0","Ambis Enterprises","Ambis Enterprises","","No","2025_06_20","16_20_27"
"[0316440353","$0.00","$0.00","0.0","Publisher Direct","Publisher Direct","","No","2025_06_20","16_20_27"
"[0316440353","$0.00","$0.00","0.0","SuperBookDeals---","SuperBookDeals---","","No","2025_06_20","16_20_27"
"[0316440353","$0.00","$0.00","0.0","betterdeals2019","betterdeals2019","","No","2025_06_20","16_20_27"
"[0316440353","$0.00","$0.00","0.0","California Books US","California Books US","","No","2025_06_20","16_20_27"
"[0316440353","$0.00","$0.00","0.0","Amasinbooks","Amasinbooks","","No","2025_06_20","16_20_27"
"[0316440353","$0.00","$0.00","0.0","MT Rainier Store","MT Rainier Store","","No","2025_06_20","16_20_27"
"[0316440353","$0.00","$0.00","0.0","Heart & Sole Trading","Heart & Sole Trading","","No","2025_06_20","16_20_27"
"[0316440353","$0.00","$0.00","0.0","Cyprus City Sales","Cyprus City Sales","","No","2025_06_20","16_20_27"
